,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
248,frozenset({'NoPromo'}),"frozenset({'NoDisco', 'NoSubscr'})",0.57,0.57,0.57,1.0,1.7543859649122808,1.0,0.24509999999999998,inf,0.9999999999999999,1.0,1.0,1.0
249,"frozenset({'YesDisco', 'YesPromo'})",frozenset({'YesSubscr'}),0.43,0.27,0.27,0.627906976744186,2.325581395348837,1.0,0.1539,1.961875,0.9999999999999998,0.6279069767441862,0.4902835297865562,0.813953488372093
250,"frozenset({'YesDisco', 'YesSubscr'})",frozenset({'YesPromo'}),0.27,0.43,0.27,1.0,2.3255813953488373,1.0,0.1539,inf,0.7808219178082192,0.6279069767441862,1.0,0.813953488372093
251,"frozenset({'YesPromo', 'YesSubscr'})",frozenset({'YesDisco'}),0.27,0.43,0.27,1.0,2.3255813953488373,1.0,0.1539,inf,0.7808219178082192,0.6279069767441862,1.0,0.813953488372093
252,frozenset({'YesDisco'}),"frozenset({'YesPromo', 'YesSubscr'})",0.43,0.27,0.27,0.627906976744186,2.325581395348837,1.0,0.1539,1.961875,0.9999999999999998,0.6279069767441862,0.4902835297865562,0.813953488372093
253,frozenset({'YesPromo'}),"frozenset({'YesDisco', 'YesSubscr'})",0.43,0.27,0.27,0.627906976744186,2.325581395348837,1.0,0.1539,1.961875,0.9999999999999998,0.6279069767441862,0.4902835297865562,0.813953488372093
254,frozenset({'YesSubscr'}),"frozenset({'YesDisco', 'YesPromo'})",0.27,0.43,0.27,1.0,2.3255813953488373,1.0,0.1539,inf,0.7808219178082192,0.6279069767441862,1.0,0.813953488372093
255,"frozenset({'NoDisco', 'NoSubscr', '20-39'})",frozenset({'NoPromo'}),0.20923076923076922,0.57,0.20923076923076922,1.0,1.7543859649122808,1.0,0.08996923076923077,inf,0.5437743190661479,0.36707152496626183,1.0,0.6835357624831309
256,"frozenset({'NoDisco', 'NoSubscr', 'NoPromo'})",frozenset({'20-39'}),0.57,0.3723076923076923,0.20923076923076922,0.36707152496626183,0.9859359141655794,1.0,-0.0029846153846153634,0.9917270788912581,-0.03210857332009246,0.28541448058761804,-0.008341933264533809,0.464527498020321
257,"frozenset({'NoDisco', '20-39', 'NoPromo'})",frozenset({'NoSubscr'}),0.20923076923076922,0.73,0.20923076923076922,1.0,1.36986301369863,1.0,0.0564923076923077,inf,0.34143968871595337,0.28661749209694415,1.0,0.6433087460484721
258,"frozenset({'NoSubscr', '20-39', 'NoPromo'})",frozenset({'NoDisco'}),0.20923076923076922,0.57,0.20923076923076922,1.0,1.7543859649122808,1.0,0.08996923076923077,inf,0.5437743190661479,0.36707152496626183,1.0,0.6835357624831309
259,"frozenset({'NoDisco', 'NoSubscr'})","frozenset({'20-39', 'NoPromo'})",0.57,0.20923076923076922,0.20923076923076922,0.36707152496626183,1.7543859649122808,1.0,0.08996923076923077,1.2493816631130064,1.0,0.36707152496626183,0.19960406853710155,0.6835357624831309
260,"frozenset({'NoDisco', '20-39'})","frozenset({'NoSubscr', 'NoPromo'})",0.20923076923076922,0.57,0.20923076923076922,1.0,1.7543859649122808,1.0,0.08996923076923077,inf,0.5437743190661479,0.36707152496626183,1.0,0.6835357624831309
